over,short_text,long_text
4.2,"Thakur to Rohit Sharma, 1 run","no point of that fielder if Shardul's going to bang it in. Pulled again  but Rohit gets this high on the bat, on the bounce to Harbhajan at deep square leg"
4.1,"Thakur to de Kock, 1 run",helped along one bounce to Tahir at fine leg
3.6,"Harbhajan to Rohit Sharma, FOUR runs","swept well, beats short fine! Harbhajan fired this on middle and leg, picked beautifully by Rohit."
3.5,"Harbhajan to Rohit Sharma, no run","steps out but Harbhajan cleverly shortens his length, punched back by Rohit"
3.4,"Harbhajan to Rohit Sharma, no run","yorker-length, squeezed back"
3.3,"Harbhajan to de Kock, 1 run","steps out to hoick across the line, gets a thick inside edge to square leg"
3.2,"Harbhajan to Rohit Sharma, 1 run","shortish and spinning into middle and leg, punched to wide mid-on. de Kock turned for the second and had taken five steps in when he turned back.  De Kock turned blindly, didn't hear Rohit's call of 'no' "
3.1,"Harbhajan to de Kock, 1 run",driven with the spin to long-off
2.6,"Chahar to de Kock, 1 run",slashes hard to Harbhajan on the bounce at third man
2.5,"Chahar to de Kock, SIX runs","scorcher! Length ball slanted across, de Kock makes room and lofts through the line over mid-off. Pure hand-eye coordination this. Timing is incredible too"
2.4,"Chahar to de Kock, no run",wrists this full delivery on middle and leg to mid-on
2.3,"Chahar to de Kock, SIX runs","sliced for six! Backs away to go extra cover but doesn't quite get the timing or bat. Went off the thick outside edge. For a split-second, Harbhajan looked set to lap it up at square third man but watched this sail over in the end. Woah, how did that carry? I really don't know."
2.2,"Chahar to de Kock, no run",punches this length delivery to cover
2.2,"Chahar to de Kock, 1 wide","the consequence of that six is Chahar goes wider and ends up toeing the wide line. De Kock cleverly let that go. Extra ball, the bowler is under pressure early in the over"
2.1,"Chahar to de Kock, SIX runs","smoked! This is floated full and across, de Kock walks across and whips this over midwicket. Strong bottomhands, sailed over. Super hit, mind you it's a 73-metre square boundary. No problem, I'll hit it over and beyond."
1.6,"Thakur to Rohit Sharma, no run",caresses this full delivery to Raina at cover point
1.5,"Thakur to Rohit Sharma, SIX runs","that's what he can do often, does Shardul. Bowl beauties and then follow it up with half-trackers. Drops short and into the body, Rohit was waiting for it. Pulled imperiously over deep square. Super hit, so instinctive, very very effective."
1.4,"Thakur to Rohit Sharma, no run","nice and full on the stumps, gets this to move away late again, Rohit jams his bat down in time to squeeze this to mid-on"
1.3,"Thakur to Rohit Sharma, no run","beauty! When he gets it right, Shardul can get the ball to bend away. Banana swing this time, Rohit with no feet movement as he throws his bat at this to drive, beaten."
1.2,"Thakur to Rohit Sharma, no run",mistimes a cut to cover point. Cramped for room again
1.1,"Thakur to Rohit Sharma, 2 runs","length ball on middle and leg, Rohit works this into the gap at midwicket"
0.6,"Chahar to de Kock, no run","beaten by zip and extra bounce. Not much of pace or so to say, just 129.2kph, looks to flay that through point but is late on the shot."
0.5,"Chahar to de Kock, no run", nearly drags it onto the stumps!  Looks to thump this on the up through extra cover but didn't have room. The thick inside edge rolled onto the pad and nearly to the leg stump. Just wide. Slice of luck for Mumbai early in the piece
0.4,"Chahar to de Kock, no run","lucky to get away with this! Too short and wide outside off, de Kock reaches out and slaps this straight to cover point"
0.3,"Chahar to de Kock, no run",pitched up and de Kock drives but straight to extra cover
0.2,"Chahar to Rohit Sharma, 1 run","short of length on middle and leg, nudged into the leg side for a quick single"
0.1,"Chahar to de Kock, 1 run","slants a short ball across, de Kock cuts and gets a thick bottom edge to Harbhajan at square third man"
18.6,"Sharma to Bravo, 4 leg byes","there it is, CSK are through to their eighth IPL final. Another bouncer, angling into the left ribcage. Steps across and fends at it, gets just enough on it to beat Pant throwing himself to his left behind the wicket"
18.5,"Sharma to Rayudu, 1 run","short, gets up to chest height on off stump, pulled through midwicket, along the ground"
18.4,"Sharma to Dhoni, OUT","short outside off, and Dhoni's pulled it straight to the man on the boundary! Keemo Paul hardly had to move there, at deep square leg. CSK will have to wait just a little longer"
18.3,"Sharma to Dhoni, no run","back of a length on off stump, punched to extra-cover"
18.2,"Sharma to Dhoni, 2 runs","down the track and Ishant tries to cramp him by bowling it full at his feet. Ends up as a low full-toss and Dhoni chips it back over the bowler's head. Munro does well to field it, running hard to his left at the long-on boundary"
18.1,"Sharma to Dhoni, no run","back of a length in the corridor, nips away off the seam, Dhoni jabs at it without any footwork and the ball beats his outside edge. Ishant's bowled a lot of this sort of ball in Test cricket of late"
17.6,"Paul to Rayudu, no run","length ball close to off stump, presses forward and pushes towards backward point"
17.5,"Paul to Rayudu, FOUR runs","short, wide, Rayudu gets on his toes and slaps it away to the backward point boundary"
17.4,"Paul to Rayudu, no run","slower short ball, jags in off the pitch from outside off. Rayudu is through his pull too early and the ball grazes his glove and hits his stomach"
17.3,"Paul to Rayudu, no run","bouncer outside off, Rayudu thinks of hooking, and in the end decides to drop his bat out of the way and evade it"
17.2,"Paul to Rayudu, FOUR runs","back of a length, angling down leg, and you can't keep bowling that line. Rayudu tickles it away nice and fine, and fine leg is once again too fine to be able to stop this"
17.1,"Paul to Dhoni, 1 leg bye","full, angling into the pads, clipped to fine leg"
16.6,"Boult to Rayudu, no run","on the fuller side of a good length on middle and leg, blocked back to the bowler"
16.5,"Boult to Dhoni, 1 run","digs it in short, gets it up near Dhoni's right collarbone. Rolls his wrists over to pull along the ground to fine leg"
16.4,"Boult to Dhoni, 2 runs","full on middle and leg, clipped to the left of fine leg"
16.3,"Boult to Dhoni, FOUR runs","short, down the leg side, and Dhoni helps it off his hip to the fine leg boundary. Fine leg was way too square to even think of stopping this"
16.2,"Boult to Dhoni, no run","very full, sixth-stump line, Dhoni doesn't really move his feet. Jabs at it and gets a thick inside-edge that pretty much doesn't go anywhere"
16.1,"Boult to Rayudu, 1 run","back of a length, angling across the stumps. Stays leg-side of the ball and jabs to deep point"
15.6,"Axar Patel to Raina, OUT","bowled him. There's already been one thick inside-edge in this over, and now he drags one onto his stumps. This was perhaps a touch too close to cut, and he goes at it with an angled bat and chops it on"
15.5,"Axar Patel to Rayudu, 1 run","flatter, on the pads, clipped through square leg"
15.4,"Axar Patel to Rayudu, FOUR runs","shot. Down the track, moving away from leg stump, and he gets into the perfect spot against this flighted ball to loft it inside-out over extra-cover"
15.3,"Axar Patel to Raina, 1 run","flat, back of a length outside off, waits on it and chops it through backward point"
15.2,"Axar Patel to Raina, 2 runs",down the track and Axar angles bowls it flatter and shorter outside off. Looks for the leg-side heave and drags an inside-edge past leg stump and the keeper
15.1,"Axar Patel to Raina, no run",flat length ball wide of off stump. Raina goes for the hard sweep and misses
14.6,"Mishra to Raina, 1 run","very full on off stump, jabbed down to long-on"
14.5,"Mishra to Rayudu, 1 run","flat legbreak on leg stump, swept along the ground to deep backward square leg"
14.4,"Mishra to Rayudu, no run","flatter and fuller, blocked back to the bowler"
14.3,"Mishra to Rayudu, no run","nicely looped up on middle stump. Doesn't get to the pitch with his front-foot stride. Wanted to drive to long-off, has to instead adjust and dab to backward point with an open face"
14.2,"Mishra to Raina, 1 run","slow legbreak outside off, waits on it and punches to the off-side sweeper"
14.1,"Mishra to Rayudu, 1 run","front-of-the-hand delivery, ends up dragging it short, pulled firmly and on the bounce to deep midwicket"
13.6,"Axar Patel to Raina, no run","flat length ball outside off, blocked back to the bowler"
13.5,"Axar Patel to Rayudu, 1 run","full on off stump, driven to long-off"
13.4,"Axar Patel to Rayudu, no run","flat, fairly full, speared in towards leg stump. Looks to work it leg side but it grips and turns and rolls off the leading edge to backward point"
13.3,"Axar Patel to Raina, 1 run","tossed up on off stump, clipped to long-on"
13.2,"Axar Patel to Rayudu, 1 run","length ball outside off, driven to deep extra-cover"
13.1,"Axar Patel to Raina, 1 run","full on off stump, worked with the turn through square leg"
12.6,"Mishra to Raina, 1 run","tossed up outside off, driven to long-off"
12.5,"Mishra to Rayudu, 1 run","flat on the legs, worked through square leg"
12.4,"Mishra to Rayudu, no run","length ball outside off, pushed back to the bowler"
12.3,"Mishra to Rayudu, no run","ooh, could easily have been a caught-and-bowled. Shortish googly spinning down leg. He picked the wrong'un, but it stuck on the pitch and popped up off the leading edge as he looked to work it into the leg side. Didn't pop back to the bowler, though, just a short distance towards extra-cover"
12.2,"Mishra to Watson, OUT","down the track comes Watson, and this time he's found the fielder. Mishra straightened his line, bowled it at middle and leg to cramp Watson slightly, and his lofted inside-out drive doesn't carry as far as he wanted"
