over,short_text,long_text
0.6,"Boult to S Dhawan, no run","good length and swung away just outside off. Checks himself after shaping for a drive, but he gets some sweet timing on this punch to mid-off"
0.5,"Boult to S Dhawan, no run",
0.4,"Boult to S Dhawan, FOUR runs","handsomely clipped through midwicket. Full and swung marginally towards slip, but it's started on a leg stump line. Gentle, float half-volley and he holds a lovely shape as he closes the face on it"
0.3,"Boult to S Dhawan, no run","good length and swing away outside off, left alone"
0.2,"Boult to Rahane, 1 run",full and swing into middle stump leans in and jabs that to midwicket
0.1,"Boult to Stoinis, OUT","got him first ball! Felled the Hulk first up! Short of a good length, rising in the corridor. Stoinis defends for the one coming in but has ended up playing inside the line and is all sorts of contorted. It takes the thick outside edge and floats gently to QDK's right. After a brief move from the patterns, Capitals are back to their recent problem of failed first-wicket stands"
19.6,"Nortje to Sandeep, no run","backs away, Nortje stays full and straight, and he slips trying to protect his wicket"
19.5,"Nortje to Sandeep, no run","follows him with a bouncer, and he ducks it"
19.4,"Nortje to Nadeem, 1 run","full and straight, driven to long-on for one"
19.3,"Nortje to Sandeep, 1 run","he backs away, and Nortje follows him with a low full toss. Just the single to midwicket"
19.2,"Nortje to Nadeem, 1 run","yorker, nails it, just the single"
19.1,"Nortje to Sandeep, 1 run","makes room, hits hard, but can't get under a full ball. Just the single"
18.6,"Rabada to Nadeem, no run",shuffles across to look to ramp but is beaten by a full ball
18.5,"Rabada to Goswami, OUT","and he has three wickets in three legal balls. Slower short ball again, Goswami looks to pull over midwicket but doesn't get any power into the shot. Caught at deep midwicket"
18.5,"Rabada to Goswami, 1 wide","slower short ball, too high, called a wide"
18.4,"Rabada to Rashid Khan, OUT","that oughta do it for DC. Rabada hasn;t quite nailed the yorker, but he is full enough to not let him get under it. Rashid tries, but goes only as far as long-on"
18.3,"Rabada to Abdul Samad, OUT","Keemo Paul takes the catch at long-off. After missing two yorkers, Rabada gets one nearly right. And because it is straight, it has given Samad no room to swing his arms. He toe-ends it to long-off, and Paul takes the catch to his left"
18.2,"Rabada to Abdul Samad, SIX runs",that is a high full toss. And just a nonchalant flick of the wrists sends this sailing over deep square leg for six. Still alive. Not called a no-ball
18.1,"Rabada to Rashid Khan, 1 run","quick thigh-high full toss, and he gets no power into this. Just the single to deep midwicket"
17.6,"Ashwin to Rashid Khan, 1 leg bye",and he protects the over by following him as he leaves the crease. Off the pad for a leg-bye
17.5,"Ashwin to Rashid Khan, no run",yorker this time. Ashwin gets it right. Dug out. No run
17.4,"Ashwin to Rashid Khan, FOUR runs","wide length ball, and he goes over extra cover this time. He has nailed it. SRH refusing to roll over and die"
17.3,"Ashwin to Rashid Khan, SIX runs","another slog sweep, and he has given this his all. Gets this off the toe end, but has got just enough behind it to clear long-on"
17.2,"Ashwin to Rashid Khan, no run","tries the big slog sweep, but is beaten by the carrom ball"
17.1,"Ashwin to Abdul Samad, 1 run","fires in a yorker, inside edge to short fine leg, and Rashid calls him through for one"
16.6,"Stoinis to Abdul Samad, 1 run","high full toss, but not high enough to be called a no-ball. Samad is a little surprised, and pushes this to wide long-on for one"
16.5,"Stoinis to Williamson, OUT","is this the game? Stoinis has produced another wicket. Williamson finally makes a mistake. He has not looked to hit this one into a gap. Stoinis has gone full and wide, and off-cutter. Williamson commits to hitting it in the air and over cover, which means he has to go all the way, but this is too far from him to get power behind the shot. Caught at deep cover"
16.4,"Stoinis to Williamson, FOUR runs","this is just lovely batting. He has picked his spot beautifully. Third man and point are up, but the cover is pretty straight. Stoinis goes short of a length, and he makes room to hit this square on the off side. Beats deep cover"
16.3,"Stoinis to Abdul Samad, 1 run","full, not exactly a yorker, drilled to long-off. Iyer has hurt his left shoulder while throwing this back"
16.2,"Stoinis to Abdul Samad, 2 runs","slower ball, short of a length, punched hard, forward of deep cover, Rabada puts in a dive, saves two runs. Are SRH thinking of their own fielding effort?"
16.1,"Stoinis to Williamson, 1 run","full, low, wide, hit to extra cover for one"
15.6,"Ashwin to Williamson, 1 run","mis-hit to a length ball, but it doesn't carry to long-on. Ten off the over. A difficult time to bowl for him, and he seems to have done okay"
15.5,"Ashwin to Abdul Samad, 1 run","wide legbreak, and Samad needn't have cut at it. Would have been called a wide. Cue-ends this for one"
15.4,"Ashwin to Williamson, 1 run","on a length, straight, holds its line, pushed to deep midwicket for one"
15.3,"Ashwin to Williamson, FOUR runs","short, wide, Williamson has to reach it, but he throws all his might at it. He has cut this in the air, but has managed to place it between point and cover-point"
15.2,"Ashwin to Abdul Samad, 1 run","short of a length, whipped to deep midwicket for one"
15.1,"Ashwin to Abdul Samad, 2 runs","and some more fortune. Carrom ball outside off, and Samad cue-ends it past short third man"
14.6,"Nortje to Williamson, no run","another pinpoint yorker. I said 20, they got 16"
14.5,"Nortje to Abdul Samad, 1 run","yorker, middle and leg, dug out for one"
14.4,"Nortje to Abdul Samad, FOUR runs","full and wide with third man up. Not the smartest ball. Samad throws his bat at it, gets a thick edge, which clears short third easily"
14.3,"Nortje to Abdul Samad, FOUR runs","wide length ball, he stays back, and cuts this over point. Some timing that. Suddenly there is an added dimension to this match"
14.2,"Nortje to Abdul Samad, SIX runs",have some of it. This is a hook out of the screws. Phew. Has he nailed this or what? Disdainful hook to a high bouncer. Off the middle of the bat with time to spare. Clears midwicket with ease
14.1,"Nortje to Williamson, 1 run","more luck for Williamson. Completely done in by a slower ball, and gets a thick inside edge on the slog. His body is in the way, though, and saves him from getting bowled"
13.6,"Axar Patel to Williamson, 1 run","smart bowling. Sees him come down, and slows it down and pulls the length ball. Pushed to extra cover for one"
13.5,"Axar Patel to Williamson, FOUR runs","this is perhaps the first time the luck has run SRH's way tonight. Looks to hit this length ball hard, and gets an edge thick enough to go past Pant"
13.4,"Axar Patel to Abdul Samad, 1 run","on a length, into the pads, pushed to deep midwicket for one"
13.3,"Axar Patel to Williamson, 1 run","on a length, dipping on him, pushed to deep extra cover for one. Another fifty for him. Job half done"
13.2,"Axar Patel to Abdul Samad, 1 run","slower ball, on a length, pushed to long-on for one"
13.1,"Axar Patel to Williamson, 1 run","Williamson is looking for the big shot, but Patel follows him, and he still hits it wide of long-on. Incredibly, Samad turns down the second"
12.6,"Stoinis to Williamson, 1 run","slower offcutter, just the single. Smart comeback from Stoinis after being hit for a six off the first ball"
12.5,"Stoinis to Williamson, no run","shuffles across for the ramp, Stoinis does him in twice. Not only does he go wide to make him look to go past short third, he has also bowled a slower ball, which means he gets an edge on this back to him"
12.4,"Stoinis to Williamson, no run","misses out. Stoinis has bowled a length ball sliding down leg, and he looks to get inside the line and go behind square in the leg side. Is beaten and hit on the pad"
12.3,"Stoinis to Abdul Samad, 1 run","short of a length, just outside off, pushed wide of cover for one"
12.2,"Stoinis to Williamson, 1 run","on a length, quick, soft hands, pushed towards long-on. Can't get back for the second"
12.1,"Stoinis to Williamson, SIX runs","filthy little full toss down the leg side, and would have been wide had Williamson not gone low and shovelled this over square leg for a six"
11.6,"Axar Patel to Williamson, 1 run","quicker, flatter, punched to that deep extra cover for one"
11.5,"Axar Patel to Williamson, FOUR runs","slow, wide, looking to draw a mis-hit, but Williamson waits for it, and then cuts it square of deep cover who is very straight to plug his extra cover hits"
11.4,"Axar Patel to Holder, OUT","smart bowling from Axar. The thing with Holder's charge as against Williamson's is, he comes down early, and Axar fires it in and follows him too. Takes his arms out of the shot. And is caught at deep midwicket"
11.3,"Axar Patel to Williamson, 1 run","flatter, quicker, punched to deep cover for one"
11.2,"Axar Patel to Williamson, no run","slows this down, gets it to dip, pushes to extra cover, and they don't get the single despite a Rahane fumble"
11.1,"Axar Patel to Williamson, SIX runs","lovely shot. Down the wicket, gives himself slight room, reaches the pitch of the ball but hits this back over his head"
10.6,"Rabada to Williamson, 1 run","slower ball, short of a length, runs this down to third man for one"
10.5,"Rabada to Williamson, SIX runs","Williamson slogs, and slogs this out of the screws. Gets close to a wide length ball, and goes over midwicket. Incredible shot but he needs to do this more often"
10.4,"Rabada to Williamson, no run","short of a length, holds its line, and Williamson draws out of a dab"
10.4,"Rabada to Williamson, 1 wide","bouncer, down the leg side, and Williamson looks to go over fine leg. Beaten. Wide"
