match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
2,INDIA,2,1.6,1,"Dahani to Kohli, 1 run","thick inside edge, nearly carried on, but he gets away with it. Another eventful over"
2,INDIA,2,2.1,0,"Naseem Shah to Kohli, no run","mistimed to long-on, catching it on the inside half. He looks irked at missing out on that one"
2,INDIA,2,2.2,0,"Naseem Shah to Kohli, no run","hard length from Naseem, Kohli defends. Looks for a single, but wisely reconsiders"
2,INDIA,2,2.3,2,"Naseem Shah to Kohli, 2 runs","slighty wider down leg, and nudged into the onside, allowing them to come back for a couple"
2,INDIA,2,2.4,1,"Naseem Shah to Kohli, 1 run",thick inner edge through for a single into the onside
2,INDIA,2,2.5,1,"Naseem Shah to Rohit Sharma, 1 run",opens the face and runs it down to third man
2,INDIA,2,2.6,1,"Naseem Shah to Kohli, 1 run",carves it past backward point to keep the strike. Slightly more comfortable this over
2,INDIA,2,3.1,1,"Haris Rauf to Kohli, 1 run","length delivery, clipped into the onside"
2,INDIA,2,3.2,0,"Haris Rauf to Rohit Sharma, no run","loosely slashed at another one on fifth stump, and it ends up whooshing past the outside edge"
2,INDIA,2,3.3,1,"Haris Rauf to Rohit Sharma, 1 run",gets a single to long-on
2,INDIA,2,3.4,0,"Haris Rauf to Kohli, no run","hits the bat hard, bowling at 144kph. Defended towards the cover region"
2,INDIA,2,3.5,6,"Haris Rauf to Kohli, SIX runs","short ball, and Kohli takes it on once more. Gets a top edge, could have gone straight up, but instead it flies over the keeper's head and away for six! Early evidence suggests he'll attack the short ball"
2,INDIA,2,3.6,0,"Haris Rauf to Kohli, no run","loose slower ball down legside, but gets away with it as Kohli's glance finds short fine leg"
2,INDIA,2,4.1,0,"Dahani to Rohit Sharma, no run",defended solidly. The pair appear to have settled in after those early jitters
2,INDIA,2,4.2,0,"Dahani to Rohit Sharma, no run","and as I say that, he tries an ungainly heave across the line over cow corner. Ends up beaten, completely losing his shape"
2,INDIA,2,4.3,1,"Dahani to Rohit Sharma, 1 run","shorter and wider, eased towards third man"
2,INDIA,2,4.4,4,"Dahani to Kohli, FOUR runs","slashed over cover and it's high enough to clear the infield. Races away for a boundary. Was a loose delivery, in truth, half-volley length"
2,INDIA,2,4.5,0,"Dahani to Kohli, no run","drags his length back, and Kohli defends"
2,INDIA,2,4.6,1,"Dahani to Kohli, 1 run",backfoot punch towards extra cover. The timing has improved as well from those early overs
2,INDIA,2,5.1,0,"Haris Rauf to Kohli, no run",inside half of the bat in that drive to mid-on
2,INDIA,2,5.2,4,"Haris Rauf to Kohli, FOUR runs","short of a length, and oh my, the majesty of that shot. Slapped over midwicket with such authority, and that should do his confidence so much good"
2,INDIA,2,5.3,1,"Haris Rauf to Kohli, 1 run","slower ball, runs it down to third man"
2,INDIA,2,5.4,4lb,"Haris Rauf to Rohit Sharma, 4 leg byes","poor delivery, tailing down leg, and it's clipped off the pads past fine leg for four"
2,INDIA,2,5.5,0,"Haris Rauf to Rohit Sharma, no run",lovely comeback. Nips away off a length and beats the bat at pace. Nips past the outside edge
2,INDIA,2,5.6,0,"Haris Rauf to Rohit Sharma, no run","back foot punch to point, where Shadab collects on the bounce. ENd of an interesting Powerplay, which India have perhaps edged by not losing more than that one early wicket"
2,INDIA,2,6.1,0,"Shadab to Kohli, no run","full, yorker length. Kohli digs it out"
2,INDIA,2,6.2,1,"Shadab to Kohli, 1 run","strikes Rohit with the on-drive. Rohit takes evasive action, with the ball bouncing off Rohit's hand. Fortunate it didn't pop up to Shadab there"
2,INDIA,2,6.3,0,"Shadab to Rohit Sharma, no run","quicker, skidded through. Rohit defends"
2,INDIA,2,6.4,0,"Shadab to Rohit Sharma, no run","a bit of flight, lulling him into the drive, but it spins away from the outside edge. Great delivery"
2,INDIA,2,6.5,1,"Shadab to Rohit Sharma, 1 run","googly, clipped into the onside"
2,INDIA,2,6.6,1,"Shadab to Kohli, 1 run","slapped through the offside, just the three of Shadab's first over. Absorbing one"
2,INDIA,2,7.1,1,"Nawaz to Kohli, 1 run",flatter and short. Kohli eases it to ong-off
2,INDIA,2,7.2,1,"Nawaz to Rohit Sharma, 1 run","smeared into the onside. There was absolutely no timing on it from Rohit, but it lands between two fielders"
2,INDIA,2,7.3,1,"Nawaz to Kohli, 1 run",nurdled into the osnide and the pair exchange ends once more
2,INDIA,2,7.4,6,"Nawaz to Rohit Sharma, SIX runs","that was in the slot, and this time Rohit catches it out of the middle. A bit of a slog over long-on but the timing is perfect and it sails away for India's second six"
2,INDIA,2,7.5,0,"Nawaz to Rohit Sharma, no run","quicker, and it's defended into the onside"
2,INDIA,2,7.6,W,"Nawaz to Rohit Sharma, OUT","and Rohit's grind comes to an end! Came down the ground to try and smash this through the line over mid-off, but he miscues it to long-off, where Iftikhar holds on to it"
2,INDIA,2,8.1,0,"Shadab to Kohli, no run","defended back to Shadab. He's in a good ryhthm, the Pakistan vice-captain"
2,INDIA,2,8.2,1,"Shadab to Kohli, 1 run",clipped into the onside
2,INDIA,2,8.3,0,"Shadab to Jadeja, no run",defended to the offside
2,INDIA,2,8.4,1,"Shadab to Jadeja, 1 run","googly, swiped away to midwicket"
2,INDIA,2,8.5,0,"Shadab to Kohli, no run",driven a tad uppishly to mid-off
2,INDIA,2,8.6,1,"Shadab to Kohli, 1 run",works it into the onside and keeps the strike
2,INDIA,2,9.1,W,"Nawaz to Kohli, OUT","Kohli sends it straight down long-off's throat. That was a bit of a gift to Iftikhar, who takes the simplest of chances. He struck it through the line, but didn't get the distance on it, and it almost felt like catching practice for the fielder. Huge moment in the game"
2,INDIA,2,9.2,1,"Nawaz to Yadav, 1 run",gets off the mark with a drive through the cover region
2,INDIA,2,9.3,0,"Nawaz to Jadeja, no run","spins back in to take the pad, and he goes up in appeal. But the umpire deems it to be going down, presumably"
2,INDIA,2,9.4,6,"Nawaz to Jadeja, SIX runs","dances down the ground, gets to the pitch and smashes it straight over the sightscreen. Huge six for Jadeja, taking advantage of a proper slot delivery, sending it 98m down the ground"
2,INDIA,2,9.5,1,"Nawaz to Jadeja, 1 run",opens the face and runs it to short third for a single
2,INDIA,2,9.6,1,"Nawaz to Yadav, 1 run",clipped into the onside to keep the strike. Here's Deiva to take you through what should be a thrilling finish
2,INDIA,2,10.1,1,"Shadab to Yadav, 1 run","pushed through outside off, Surya drives through the line to sweeper cover on the front foot"
2,INDIA,2,10.2,1,"Shadab to Jadeja, 1 run",darted on the pads of Jadeja who flicks a single to deep midwicket
2,INDIA,2,10.3,0,"Shadab to Yadav, no run","on a length and breaks away outside off, forward and forced to backward point"
2,INDIA,2,10.4,4,"Shadab to Yadav, FOUR runs","darted into middle stump, Surya dares to sweep from the stumps. Struck flat and hard through backward square leg. Pinged off the middle of the bat"
2,INDIA,2,10.5,0,"Shadab to Yadav, no run","94ks, shorter and turns away outside off, slapped off the back foot to backward point"
2,INDIA,2,10.6,1,"Shadab to Yadav, 1 run","fullish and outside off, Surya presses forward and eases a single to sweeper cover"
2,INDIA,2,11.1,0,"Nawaz to Yadav, no run","shorter and outside off, cut off the back foot to backward point"
2,INDIA,2,11.2,1,"Nawaz to Yadav, 1 run","back of a length and into middle and leg, whipped off the back foot to deep midwicket. Good defensive bowling from the left-arm fingerspinner"
2,INDIA,2,11.3,4,"Nawaz to Jadeja, FOUR runs","pushed through on middle from round the stumps, Jadeja advances down the track and utterly batters it down the ground, straight through Nawaz's legs"
2,INDIA,2,11.4,1,"Nawaz to Jadeja, 1 run","shorter and into the body, flapped away just wide of short fine"
2,INDIA,2,11.5,1,"Nawaz to Yadav, 1 run","wide on the crease, on a length and turns away outside off, dabbed with the break to extra-cover"
2,INDIA,2,11.6,1,"Nawaz to Jadeja, 1 run","short and down the leg side, Jadeja hangs back and swats a single to long leg"
2,INDIA,2,12.1,0,"Shadab to Jadeja, no run","on a length and fizzing across off stump, Jadeja slashes away from the body and is beaten"
2,INDIA,2,12.2,0,"Shadab to Jadeja, no run","darted across off stump, stabbed back off the inner half of the bat"
2,INDIA,2,12.3,1,"Shadab to Jadeja, 1 run",flicked off the pads to the right of short fine leg
2,INDIA,2,12.4,2,"Shadab to Yadav, 2 runs","back of a length and turns away outside off, Surya reaches out for the ball and cracks it away behind point"
2,INDIA,2,12.5,2,"Shadab to Yadav, 2 runs",shovelled between deep midwicket and wide long-on with the bottom wrist
2,INDIA,2,12.6,1,"Shadab to Yadav, 1 run","googly, sliding into middle and leg, Surya bunts a single down to long-on"
2,INDIA,2,13.1,1,"Dahani to Yadav, 1 run","back of a length and angling in from outside off, Surya plays so very late, gliding it past the right of Rizwan who dives to his right and takes some pace off the ball, deflecting it to deep third"
2,INDIA,2,13.2,0,"Dahani to Jadeja, no run","Jadeja backs away outside leg, Dahani drags his length back and sends it zipping through outside off. Jadeja wafts and misses"
2,INDIA,2,13.3,1w,"Dahani to Jadeja, 1 wide","short and veering down the leg side, away from the reach of Jadeja's pull. Or did Jadeja glance it behind to the keeper? Not given out on the field. Pakistan ask for a review of the on-field not-out decision. Ultra Edge does not detect a spike. Nothing there. Dahani has to re-bowl this"
2,INDIA,2,13.3,1,"Dahani to Jadeja, 1 run",short and picked off the hips to long leg
2,INDIA,2,13.4,1,"Dahani to Yadav, 1 run","pitched-up delivery outside off, Surya opens the bat-face and carves a single to sweeper cover"
2,INDIA,2,13.5,1,"Dahani to Jadeja, 1 run","Jadeja steps away outside leg, Dahani follows the moving batter with a short ball which is flapped away through midwicket. Weak pull from Jadeja as he gets cramped"
2,INDIA,2,13.6,1,"Dahani to Yadav, 1 run","back of a length and outside off, Surya clears his front leg and hauls a single to the right of midwicket off the inner half"
2,INDIA,2,14.1,0,"Naseem Shah to Yadav, no run","back of a length and sliding in at 141ks on middle, worked away to midwicket"
2,INDIA,2,14.2,W,"Naseem Shah to Yadav, OUT","Bam! Naseem knocks out the off stump. Back of a length and zipping in from over the wicket at 142ks, it looked a lot quicker than that, though. Surya clears his front leg, slogs and misses the ball altogether. Naseem hits his target and delivers the big breakthrough for Pakistan"
2,INDIA,2,14.3,2,"Naseem Shah to Hardik, 2 runs","Pandya shuffles across off, gets inside the line of this full ball on middle and dinks it to fine leg"
2,INDIA,2,14.4,1,"Naseem Shah to Hardik, 1 run",Pandya walks across off and flicks another single to fine leg
2,INDIA,2,14.5,1,"Naseem Shah to Jadeja, 1 run","hip-high short ball just a shade outside off, 115ks, Jadeja delays the pull and sends the ball to long leg"
2,INDIA,2,14.6,4,"Naseem Shah to Hardik, FOUR runs","slapped away behind point for four. Dug in short and outside off, Pandya rides the bounce and firmly cuts it away past Shadab who dives over the ball and misses"
2,INDIA,2,15.1,1,"Dahani to Jadeja, 1 run","short of a length and on top of off, Jadeja glides it down to deep third"
2,INDIA,2,15.2,1,"Dahani to Hardik, 1 run",Dahani pounds it on a heavy length and just a shade outside off to cramp Pandya. Inside-edged into the leg side for one
2,INDIA,2,15.3,1,"Dahani to Jadeja, 1 run","on a length and sliding across off from over the wicket, Jadeja crouches and pushes the ball away to sweeper cover"
2,INDIA,2,15.4,2,"Dahani to Hardik, 2 runs","on a length and outside off, flat-batted away to the right of sweeper cover. Pandya hares back for the second"
2,INDIA,2,15.5,1,"Dahani to Hardik, 1 run","rapid short ball on middle at 141ks, rushes Pandya into a hook to deep square"
2,INDIA,2,15.6,3w,"Dahani to Jadeja, 3 wide","bouncer down the leg side, Jadeja is beaten, as is Rizwan. The ball burst out of his gloves"
2,INDIA,2,15.6,1,"Dahani to Jadeja, 1 run","hip-high short ball just a shade outside off, Jadeja crouches and then pulls away to deep midwicket"
2,INDIA,2,16.1,2w,"Haris Rauf to Jadeja, 2 wide","mighty full and speared down the leg side at 143ks, Rizwan dives across to gather the ball. The ball slips out of his gloves once again"
2,INDIA,2,16.1,0,"Haris Rauf to Hardik, no run","back of a length and zipping away outside off at 143ks, beats Pandya for pace. He flails and misses outside off"
2,INDIA,2,16.2,0,"Haris Rauf to Hardik, no run","looks like a legcutter outside off, away from the reach of Pandya, another swing and a miss"
2,INDIA,2,16.3,2,"Haris Rauf to Hardik, 2 runs",Pandya stays leg-side of this back-of-a-length delivery outside off and flays it wide of sweeper cover
2,INDIA,2,16.4,1,"Haris Rauf to Hardik, 1 run","140ks, banged in short and cramps the batter, Pandya pulls weakly to midwicket. Good bowling from Rauf"
2,INDIA,2,16.5,1w,"Haris Rauf to Jadeja, 1 wide","full and veering down the leg side, wide"
2,INDIA,2,16.5,2,"Haris Rauf to Jadeja, 2 runs","full on the stumps, whipped away to the right of long leg for a couple of runs"
2,INDIA,2,16.6,1lb,"Haris Rauf to Jadeja, 1 leg bye","full and thudding into the pads at 144ks, Rauf goes up for an lbw appeal but that pitched outside leg stum"
2,INDIA,2,17.1,1w,"Naseem Shah to Jadeja, 1 wide","bouncer, angling across off, Jadeja lets it go. One for the over, says the umpire. Is Naseem struggling with cramps as well?"
2,INDIA,2,17.1,4,"Naseem Shah to Jadeja, FOUR runs","Jadeja backs away outside leg and manufactures swinging room. Naseem spears it wide of off. Mid-off is up, as is cover. Jadeja reaches out for the ball and belts it away between mid-off and extra-cover"
2,INDIA,2,17.2,0,"Naseem Shah to Jadeja, no run",back of a length and swerving away outside off. Jadeja slogs to the leg side and misses
2,INDIA,2,17.3,0,"Naseem Shah to Jadeja, no run","Jadeja makes room once again. Naseem slams it short and wide of off, away from the reach of Jadeja. Beaten"
2,INDIA,2,17.4,0,"Naseem Shah to Jadeja, no run","Naseem appeals for lbw and collapses in his followthrough. The finger goes up, Naseem goes down. Jadeja has asked for a review. 141ks, fuller and thudding into the back pad. No bat involved but the question is: did it pitch outside leg? Yes indeed."
2,INDIA,2,17.5,6,"Naseem Shah to Jadeja, SIX runs","Jadeja makes room, Naseem follows him with a full ball. Jadeja lines up this slot ball and pumps a six over Naseem's head. Big strike for India"
